IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.219.93.5,2082,2082,false,SIN,Asia Pacific,Singapore,10,6.93
8.219.198.139,8443,8443,true,SIN,Asia Pacific,Singapore,83,6.93
8.219.199.220,2052,2052,false,SIN,Asia Pacific,Singapore,20,6.93
8.219.194.170,2095,2095,false,SIN,Asia Pacific,Singapore,26,6.93
47.245.102.52,2096,2096,true,SIN,Asia Pacific,Singapore,46,6.92
47.237.95.140,2096,2096,true,SIN,Asia Pacific,Singapore,71,6.92
8.219.163.195,8080,8080,false,SIN,Asia Pacific,Singapore,21,6.92
47.242.155.183,2052,2052,false,HKG,Asia Pacific,Hong Kong,43,6.91
8.219.6.150,2053,2053,true,SIN,Asia Pacific,Singapore,18,6.91
8.219.235.164,2083,2083,true,SIN,Asia Pacific,Singapore,105,6.91
47.237.94.140,2052,2052,false,SIN,Asia Pacific,Singapore,65,6.91
8.218.8.142,80,80,false,HKG,Asia Pacific,Hong Kong,41,6.90
8.218.174.118,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,6.90
47.236.180.51,2096,2096,true,SIN,Asia Pacific,Singapore,72,6.90
8.217.239.116,2083,2083,true,HKG,Asia Pacific,Hong Kong,151,6.90
8.222.222.64,2096,2096,true,SIN,Asia Pacific,Singapore,7,6.90
8.219.67.133,2095,2095,false,SIN,Asia Pacific,Singapore,7,6.89
8.219.51.211,8080,8080,false,SIN,Asia Pacific,Singapore,3,6.89
47.236.121.23,2086,2086,false,SIN,Asia Pacific,Singapore,34,6.89
47.237.95.156,2053,2053,true,SIN,Asia Pacific,Singapore,76,6.89
47.236.75.113,2053,2053,true,SIN,Asia Pacific,Singapore,71,6.89
8.219.199.220,2082,2082,false,SIN,Asia Pacific,Singapore,59,6.88
47.242.176.237,8080,8080,false,HKG,Asia Pacific,Hong Kong,43,6.88
47.242.174.27,2053,2053,true,HKG,Asia Pacific,Hong Kong,63,6.87
8.219.78.188,2087,2087,true,SIN,Asia Pacific,Singapore,95,6.87
47.76.77.103,8443,8443,true,HKG,Asia Pacific,Hong Kong,78,6.87
8.217.250.5,80,80,false,HKG,Asia Pacific,Hong Kong,50,6.87
47.236.237.90,2095,2095,false,SIN,Asia Pacific,Singapore,61,6.87
47.243.90.180,80,80,false,HKG,Asia Pacific,Hong Kong,48,6.87
8.219.199.220,8880,8880,false,SIN,Asia Pacific,Singapore,16,6.87
47.236.158.158,8080,8080,false,SIN,Asia Pacific,Singapore,25,6.86
8.222.136.247,2053,2053,true,SIN,Asia Pacific,Singapore,75,6.86
47.236.205.188,8443,8443,true,SIN,Asia Pacific,Singapore,49,6.86
47.245.114.163,2095,2095,false,SIN,Asia Pacific,Singapore,17,6.86
47.236.9.152,2083,2083,true,SIN,Asia Pacific,Singapore,91,6.86
8.218.207.169,8880,8880,false,HKG,Asia Pacific,Hong Kong,44,6.85
47.238.6.102,8443,8443,true,HKG,Asia Pacific,Hong Kong,59,6.85
47.237.100.206,2082,2082,false,SIN,Asia Pacific,Singapore,41,6.85
8.219.220.88,2082,2082,false,SIN,Asia Pacific,Singapore,21,6.85
47.243.107.148,8443,8443,true,HKG,Asia Pacific,Hong Kong,93,6.84
8.219.120.87,2082,2082,false,SIN,Asia Pacific,Singapore,21,6.84
47.236.171.205,80,80,false,SIN,Asia Pacific,Singapore,13,6.84
47.237.8.82,80,80,false,SIN,Asia Pacific,Singapore,14,6.83
8.219.42.72,2096,2096,true,SIN,Asia Pacific,Singapore,60,6.83
47.243.27.217,2096,2096,true,HKG,Asia Pacific,Hong Kong,67,6.83
8.219.1.92,2095,2095,false,SIN,Asia Pacific,Singapore,32,6.82
47.237.95.13,2052,2052,false,SIN,Asia Pacific,Singapore,44,6.82
8.219.174.142,2052,2052,false,SIN,Asia Pacific,Singapore,33,6.82
8.210.174.156,2083,2083,true,HKG,Asia Pacific,Hong Kong,95,6.82
47.236.202.91,8443,8443,true,SIN,Asia Pacific,Singapore,93,6.81
47.238.6.102,2096,2096,true,HKG,Asia Pacific,Hong Kong,60,6.81
8.217.221.165,2083,2083,true,HKG,Asia Pacific,Hong Kong,94,6.81
47.236.149.107,2086,2086,false,SIN,Asia Pacific,Singapore,20,6.80
8.219.60.54,8080,8080,false,SIN,Asia Pacific,Singapore,5,6.80
8.222.180.86,8880,8880,false,SIN,Asia Pacific,Singapore,22,6.80
47.236.169.15,2052,2052,false,SIN,Asia Pacific,Singapore,13,6.80
47.238.6.102,2087,2087,true,HKG,Asia Pacific,Hong Kong,63,6.80
8.222.162.45,2052,2052,false,SIN,Asia Pacific,Singapore,8,6.79
47.236.123.133,2087,2087,true,SIN,Asia Pacific,Singapore,87,6.79
8.219.1.92,2095,2095,false,SIN,Asia Pacific,Singapore,22,6.79
8.219.177.205,2096,2096,true,SIN,Asia Pacific,Singapore,82,6.79
8.217.250.5,2095,2095,false,HKG,Asia Pacific,Hong Kong,50,6.78
47.237.92.26,8880,8880,false,SIN,Asia Pacific,Singapore,56,6.78
8.219.5.10,8080,8080,false,SIN,Asia Pacific,Singapore,4,6.78
47.236.172.95,2086,2086,false,SIN,Asia Pacific,Singapore,19,6.78
47.237.84.173,80,80,false,SIN,Asia Pacific,Singapore,107,6.78
8.217.85.14,2052,2052,false,HKG,Asia Pacific,Hong Kong,43,6.78
8.219.161.129,8080,8080,false,SIN,Asia Pacific,Singapore,11,6.78
8.210.207.214,8080,8080,false,HKG,Asia Pacific,Hong Kong,55,6.77
8.218.201.73,2087,2087,true,HKG,Asia Pacific,Hong Kong,121,6.77
8.222.174.108,8080,8080,false,SIN,Asia Pacific,Singapore,17,6.76
8.222.183.242,8080,8080,false,SIN,Asia Pacific,Singapore,17,6.76
8.219.99.169,2087,2087,true,SIN,Asia Pacific,Singapore,60,6.76
47.236.172.95,8443,8443,true,SIN,Asia Pacific,Singapore,67,6.76
8.217.145.40,2082,2082,false,HKG,Asia Pacific,Hong Kong,60,6.76
47.236.118.216,2086,2086,false,SIN,Asia Pacific,Singapore,22,6.76
47.236.17.193,8880,8880,false,SIN,Asia Pacific,Singapore,34,6.76
47.236.17.193,8880,8880,false,SIN,Asia Pacific,Singapore,15,6.76
8.222.150.197,8080,8080,false,SIN,Asia Pacific,Singapore,32,6.75
8.218.48.92,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,6.75
8.219.11.158,80,80,false,SIN,Asia Pacific,Singapore,34,6.75
8.222.244.192,2083,2083,true,SIN,Asia Pacific,Singapore,88,6.75
47.236.145.85,2052,2052,false,SIN,Asia Pacific,Singapore,13,6.75
8.222.136.247,2096,2096,true,SIN,Asia Pacific,Singapore,52,6.75
8.219.200.145,2095,2095,false,SIN,Asia Pacific,Singapore,12,6.75
8.219.210.57,2082,2082,false,SIN,Asia Pacific,Singapore,21,6.74
8.222.144.50,2083,2083,true,SIN,Asia Pacific,Singapore,71,6.74
8.219.86.200,80,80,false,SIN,Asia Pacific,Singapore,19,6.74
47.237.100.206,2083,2083,true,SIN,Asia Pacific,Singapore,76,6.73
8.218.65.237,2096,2096,true,HKG,Asia Pacific,Hong Kong,88,6.73
8.217.149.28,80,80,false,HKG,Asia Pacific,Hong Kong,48,6.72
8.219.98.13,8443,8443,true,SIN,Asia Pacific,Singapore,43,6.72
47.237.82.15,8443,8443,true,SIN,Asia Pacific,Singapore,64,6.71
47.236.158.158,8880,8880,false,SIN,Asia Pacific,Singapore,4,6.71
47.237.92.26,2052,2052,false,SIN,Asia Pacific,Singapore,57,6.71
8.219.51.211,2083,2083,true,SIN,Asia Pacific,Singapore,65,6.71
8.219.83.201,8443,8443,true,SIN,Asia Pacific,Singapore,69,6.70
8.219.193.202,2086,2086,false,SIN,Asia Pacific,Singapore,12,6.70
47.243.107.148,2087,2087,true,HKG,Asia Pacific,Hong Kong,95,6.69
47.237.95.146,8443,8443,true,SIN,Asia Pacific,Singapore,171,6.69
8.219.111.147,2052,2052,false,SIN,Asia Pacific,Singapore,8,6.69
8.218.18.235,8080,8080,false,HKG,Asia Pacific,Hong Kong,49,6.69
47.245.102.52,8880,8880,false,SIN,Asia Pacific,Singapore,14,6.69
8.219.220.88,80,80,false,SIN,Asia Pacific,Singapore,23,6.69
8.219.86.200,2083,2083,true,SIN,Asia Pacific,Singapore,89,6.69
8.222.144.50,2086,2086,false,SIN,Asia Pacific,Singapore,10,6.68
8.219.201.245,2083,2083,true,SIN,Asia Pacific,Singapore,110,6.68
8.210.119.11,2082,2082,false,HKG,Asia Pacific,Hong Kong,68,6.68
47.236.158.158,8880,8880,false,SIN,Asia Pacific,Singapore,36,6.68
8.219.50.180,80,80,false,SIN,Asia Pacific,Singapore,40,6.68
47.236.164.215,8080,8080,false,SIN,Asia Pacific,Singapore,16,6.67
47.237.81.112,8880,8880,false,SIN,Asia Pacific,Singapore,37,6.67
47.236.170.54,2083,2083,true,SIN,Asia Pacific,Singapore,53,6.67
8.218.22.210,2095,2095,false,HKG,Asia Pacific,Hong Kong,36,6.67
47.236.144.208,2086,2086,false,SIN,Asia Pacific,Singapore,38,6.66
8.219.194.170,2087,2087,true,SIN,Asia Pacific,Singapore,50,6.66
47.236.125.62,8080,8080,false,NRT,Asia Pacific,Tokyo,98,6.66
8.218.142.253,8880,8880,false,HKG,Asia Pacific,Hong Kong,39,6.66
8.218.136.25,2053,2053,true,HKG,Asia Pacific,Hong Kong,51,6.66
47.237.86.185,2095,2095,false,SIN,Asia Pacific,Singapore,27,6.65
47.236.202.91,2087,2087,true,SIN,Asia Pacific,Singapore,68,6.65
47.243.67.28,2096,2096,true,HKG,Asia Pacific,Hong Kong,79,6.65
47.237.14.220,2087,2087,true,SIN,Asia Pacific,Singapore,47,6.65
47.242.174.27,8443,8443,true,HKG,Asia Pacific,Hong Kong,66,6.64
47.236.145.85,2083,2083,true,SIN,Asia Pacific,Singapore,69,6.64
8.218.155.238,2087,2087,true,HKG,Asia Pacific,Hong Kong,59,6.64
8.219.113.232,2082,2082,false,SIN,Asia Pacific,Singapore,19,6.63
8.219.117.198,2087,2087,true,SIN,Asia Pacific,Singapore,63,6.63
8.219.6.150,2083,2083,true,SIN,Asia Pacific,Singapore,74,6.63
47.242.234.127,8080,8080,false,HKG,Asia Pacific,Hong Kong,42,6.63
47.236.164.215,2083,2083,true,SIN,Asia Pacific,Singapore,83,6.62
8.219.235.164,8443,8443,true,SIN,Asia Pacific,Singapore,55,6.62
8.219.198.139,2087,2087,true,SIN,Asia Pacific,Singapore,130,6.62
47.236.10.182,2083,2083,true,SIN,Asia Pacific,Singapore,96,6.62
47.243.173.187,2082,2082,false,HKG,Asia Pacific,Hong Kong,45,6.62
47.237.8.82,2052,2052,false,SIN,Asia Pacific,Singapore,20,6.62
47.237.81.112,80,80,false,SIN,Asia Pacific,Singapore,73,6.62
47.236.145.85,2095,2095,false,SIN,Asia Pacific,Singapore,10,6.62
8.217.49.34,80,80,false,HKG,Asia Pacific,Hong Kong,42,6.62
8.222.136.247,2052,2052,false,SIN,Asia Pacific,Singapore,7,6.61
47.236.144.208,2095,2095,false,SIN,Asia Pacific,Singapore,41,6.61
8.210.101.157,2087,2087,true,HKG,Asia Pacific,Hong Kong,50,6.60
8.217.250.5,8443,8443,true,HKG,Asia Pacific,Hong Kong,83,6.60
47.236.172.95,8880,8880,false,SIN,Asia Pacific,Singapore,22,6.60
8.219.210.64,2053,2053,true,SIN,Asia Pacific,Singapore,63,6.60
8.217.85.14,2096,2096,true,HKG,Asia Pacific,Hong Kong,83,6.60
8.219.174.213,8443,8443,true,SIN,Asia Pacific,Singapore,69,6.60
47.237.92.26,8080,8080,false,SIN,Asia Pacific,Singapore,39,6.59
47.242.36.78,8080,8080,false,HKG,Asia Pacific,Hong Kong,44,6.59
47.243.139.85,8443,8443,true,HKG,Asia Pacific,Hong Kong,50,6.59
47.245.102.52,2053,2053,true,SIN,Asia Pacific,Singapore,46,6.59
8.219.40.37,2087,2087,true,SIN,Asia Pacific,Singapore,72,6.58
47.243.139.85,2096,2096,true,HKG,Asia Pacific,Hong Kong,86,6.58
47.236.144.208,8880,8880,false,SIN,Asia Pacific,Singapore,10,6.58
8.218.18.235,2087,2087,true,HKG,Asia Pacific,Hong Kong,69,6.58
8.219.193.202,8443,8443,true,SIN,Asia Pacific,Singapore,90,6.57
8.219.6.150,80,80,false,SIN,Asia Pacific,Singapore,32,6.57
8.219.77.222,2082,2082,false,SIN,Asia Pacific,Singapore,28,6.57
47.236.5.223,2053,2053,true,SIN,Asia Pacific,Singapore,207,6.57
8.219.6.150,8443,8443,true,SIN,Asia Pacific,Singapore,46,6.57
8.218.201.73,2095,2095,false,HKG,Asia Pacific,Hong Kong,50,6.57
47.243.173.187,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,6.57
47.237.92.26,80,80,false,SIN,Asia Pacific,Singapore,45,6.57
8.222.183.242,2096,2096,true,SIN,Asia Pacific,Singapore,90,6.56
8.219.107.135,80,80,false,SIN,Asia Pacific,Singapore,14,6.56
47.245.84.124,2053,2053,true,SIN,Asia Pacific,Singapore,35,6.56
8.218.207.169,8080,8080,false,HKG,Asia Pacific,Hong Kong,42,6.56
8.219.161.129,8880,8880,false,SIN,Asia Pacific,Singapore,15,6.56
8.219.111.175,443,443,true,SIN,Asia Pacific,Singapore,112,6.55
8.219.51.211,8880,8880,false,SIN,Asia Pacific,Singapore,22,6.55
8.219.84.214,8880,8880,false,SIN,Asia Pacific,Singapore,5,6.55
47.236.145.85,443,443,true,SIN,Asia Pacific,Singapore,88,6.55
8.219.139.13,2096,2096,true,SIN,Asia Pacific,Singapore,96,6.54
47.245.114.163,8443,8443,true,SIN,Asia Pacific,Singapore,32,6.54
8.219.191.110,8080,8080,false,SIN,Asia Pacific,Singapore,31,6.54
8.210.9.129,2087,2087,true,HKG,Asia Pacific,Hong Kong,76,6.53
47.236.145.85,8880,8880,false,SIN,Asia Pacific,Singapore,28,6.53
47.236.205.188,2052,2052,false,SIN,Asia Pacific,Singapore,36,6.53
8.219.111.147,2053,2053,true,SIN,Asia Pacific,Singapore,110,6.53
47.236.174.206,8880,8880,false,SIN,Asia Pacific,Singapore,40,6.53
8.222.137.192,8080,8080,false,SIN,Asia Pacific,Singapore,29,6.53
8.222.214.231,2087,2087,true,SIN,Asia Pacific,Singapore,124,6.53
8.219.132.64,80,80,false,SIN,Asia Pacific,Singapore,15,6.53
47.236.83.239,2052,2052,false,SIN,Asia Pacific,Singapore,16,6.53
8.219.161.129,8880,8880,false,SIN,Asia Pacific,Singapore,26,6.53
8.218.53.110,2083,2083,true,HKG,Asia Pacific,Hong Kong,65,6.53
8.219.209.14,8880,8880,false,SIN,Asia Pacific,Singapore,8,6.53
47.243.67.28,8443,8443,true,HKG,Asia Pacific,Hong Kong,129,6.53
8.217.121.207,2083,2083,true,HKG,Asia Pacific,Hong Kong,76,6.52
47.236.172.71,2086,2086,false,SIN,Asia Pacific,Singapore,42,6.52
8.219.199.220,2082,2082,false,SIN,Asia Pacific,Singapore,13,6.52
8.217.251.62,8443,8443,true,HKG,Asia Pacific,Hong Kong,84,6.52
8.219.6.150,8880,8880,false,SIN,Asia Pacific,Singapore,24,6.52
8.218.18.132,2087,2087,true,HKG,Asia Pacific,Hong Kong,105,6.52
8.219.201.245,8080,8080,false,SIN,Asia Pacific,Singapore,19,6.52
47.236.17.193,80,80,false,SIN,Asia Pacific,Singapore,18,6.52
8.219.191.110,2052,2052,false,SIN,Asia Pacific,Singapore,17,6.52
8.222.136.247,2083,2083,true,SIN,Asia Pacific,Singapore,34,6.51
8.222.167.147,2052,2052,false,SIN,Asia Pacific,Singapore,17,6.51
47.242.234.127,2095,2095,false,HKG,Asia Pacific,Hong Kong,37,6.51
47.236.5.223,2086,2086,false,SIN,Asia Pacific,Singapore,36,6.51
8.219.126.240,80,80,false,SIN,Asia Pacific,Singapore,20,6.51
8.219.194.170,8443,8443,true,SIN,Asia Pacific,Singapore,74,6.51
47.237.86.185,2096,2096,true,SIN,Asia Pacific,Singapore,66,6.50
8.222.167.147,80,80,false,SIN,Asia Pacific,Singapore,15,6.50
8.222.165.117,2086,2086,false,SIN,Asia Pacific,Singapore,1092,6.50
8.218.74.119,8880,8880,false,HKG,Asia Pacific,Hong Kong,41,6.50
47.242.155.183,2086,2086,false,HKG,Asia Pacific,Hong Kong,43,6.50
47.237.92.26,2087,2087,true,SIN,Asia Pacific,Singapore,88,6.50
47.236.144.208,80,80,false,SIN,Asia Pacific,Singapore,30,6.50
47.242.232.14,8080,8080,false,HKG,Asia Pacific,Hong Kong,46,6.50
8.219.189.143,2095,2095,false,SIN,Asia Pacific,Singapore,23,6.49
47.245.84.124,8443,8443,true,SIN,Asia Pacific,Singapore,45,6.49
8.219.200.145,2052,2052,false,SIN,Asia Pacific,Singapore,28,6.49
47.236.102.102,2087,2087,true,SIN,Asia Pacific,Singapore,102,6.49
8.222.160.176,2083,2083,true,SIN,Asia Pacific,Singapore,74,6.48
8.219.248.47,2095,2095,false,SIN,Asia Pacific,Singapore,12,6.48
8.210.156.6,2095,2095,false,HKG,Asia Pacific,Hong Kong,63,6.48
8.219.194.170,2086,2086,false,SIN,Asia Pacific,Singapore,26,6.48
8.217.221.165,2087,2087,true,HKG,Asia Pacific,Hong Kong,84,6.48
8.217.159.210,2086,2086,false,HKG,Asia Pacific,Hong Kong,55,6.48
47.236.169.164,2096,2096,true,SIN,Asia Pacific,Singapore,55,6.47
8.219.209.14,2095,2095,false,SIN,Asia Pacific,Singapore,15,6.47
47.236.149.107,8443,8443,true,SIN,Asia Pacific,Singapore,67,6.46
47.236.180.51,2083,2083,true,SIN,Asia Pacific,Singapore,30,6.46
8.217.232.246,2052,2052,false,HKG,Asia Pacific,Hong Kong,40,6.46
8.219.210.57,2086,2086,false,SIN,Asia Pacific,Singapore,10,6.45
8.219.237.250,80,80,false,SIN,Asia Pacific,Singapore,15,6.45
8.218.18.235,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,6.45
8.210.156.6,443,443,true,HKG,Asia Pacific,Hong Kong,91,6.45
47.236.123.133,2095,2095,false,SIN,Asia Pacific,Singapore,26,6.45
47.236.5.223,2096,2096,true,SIN,Asia Pacific,Singapore,89,6.45
47.245.126.151,2083,2083,true,SIN,Asia Pacific,Singapore,89,6.44
8.210.34.188,8443,8443,true,HKG,Asia Pacific,Hong Kong,65,6.44
8.210.156.6,8880,8880,false,HKG,Asia Pacific,Hong Kong,46,6.44
47.236.17.193,2095,2095,false,SIN,Asia Pacific,Singapore,14,6.44
8.219.174.213,8080,8080,false,SIN,Asia Pacific,Singapore,20,6.43
47.245.105.224,2053,2053,true,SIN,Asia Pacific,Singapore,40,6.43
47.236.168.17,80,80,false,SIN,Asia Pacific,Singapore,16,6.43
47.245.86.230,2052,2052,false,SIN,Asia Pacific,Singapore,20,6.43
8.219.122.55,2082,2082,false,SIN,Asia Pacific,Singapore,11,6.43
8.217.164.10,80,80,false,HKG,Asia Pacific,Hong Kong,51,6.43
8.217.91.121,80,80,false,HKG,Asia Pacific,Hong Kong,58,6.43
8.210.101.157,8880,8880,false,HKG,Asia Pacific,Hong Kong,89,6.43
47.237.81.112,2052,2052,false,SIN,Asia Pacific,Singapore,152,6.42
8.219.98.13,8443,8443,true,SIN,Asia Pacific,Singapore,141,6.42
8.210.174.156,8080,8080,false,HKG,Asia Pacific,Hong Kong,47,6.42
47.236.145.85,2095,2095,false,SIN,Asia Pacific,Singapore,17,6.42
8.219.93.5,8443,8443,true,SIN,Asia Pacific,Singapore,60,6.41
8.222.137.192,2096,2096,true,SIN,Asia Pacific,Singapore,76,6.41
8.222.167.147,2083,2083,true,SIN,Asia Pacific,Singapore,62,6.41
8.210.21.65,2052,2052,false,HKG,Asia Pacific,Hong Kong,47,6.41
47.76.80.72,2096,2096,true,HKG,Asia Pacific,Hong Kong,65,6.41
8.218.52.115,8443,8443,true,HKG,Asia Pacific,Hong Kong,42,6.41
8.217.147.230,8080,8080,false,HKG,Asia Pacific,Hong Kong,59,6.41
47.236.172.95,2095,2095,false,SIN,Asia Pacific,Singapore,15,6.41
47.236.253.41,2053,2053,true,SIN,Asia Pacific,Singapore,35,6.40
47.242.234.127,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,6.40
8.210.34.188,2083,2083,true,HKG,Asia Pacific,Hong Kong,66,6.40
47.242.171.94,2053,2053,true,HKG,Asia Pacific,Hong Kong,79,6.40
47.236.166.131,8880,8880,false,SIN,Asia Pacific,Singapore,11,6.39
8.222.249.190,2096,2096,true,SIN,Asia Pacific,Singapore,41,6.39
8.219.193.202,2095,2095,false,SIN,Asia Pacific,Singapore,29,6.39
8.218.243.95,2053,2053,true,HKG,Asia Pacific,Hong Kong,49,6.39
47.236.253.41,2082,2082,false,SIN,Asia Pacific,Singapore,25,6.38
8.222.179.231,2052,2052,false,SIN,Asia Pacific,Singapore,14,6.38
8.219.106.156,2086,2086,false,SIN,Asia Pacific,Singapore,7,6.38
8.219.202.130,2082,2082,false,SIN,Asia Pacific,Singapore,8,6.38
8.222.134.170,2096,2096,true,SIN,Asia Pacific,Singapore,58,6.38
47.236.10.182,2053,2053,true,SIN,Asia Pacific,Singapore,53,6.38
8.219.78.188,2095,2095,false,SIN,Asia Pacific,Singapore,15,6.37
8.219.110.81,2083,2083,true,SIN,Asia Pacific,Singapore,73,6.37
47.236.75.113,2095,2095,false,SIN,Asia Pacific,Singapore,9,6.37
8.219.93.5,2052,2052,false,SIN,Asia Pacific,Singapore,48,6.36
47.242.202.230,2083,2083,true,HKG,Asia Pacific,Hong Kong,68,6.36
8.222.162.45,2086,2086,false,SIN,Asia Pacific,Singapore,12,6.36
8.218.74.119,2052,2052,false,HKG,Asia Pacific,Hong Kong,45,6.36
8.217.221.165,2083,2083,true,HKG,Asia Pacific,Hong Kong,134,6.36
8.222.144.50,2053,2053,true,SIN,Asia Pacific,Singapore,50,6.36
8.219.40.37,2086,2086,false,SIN,Asia Pacific,Singapore,11,6.36
8.219.11.158,2052,2052,false,SIN,Asia Pacific,Singapore,6,6.36
8.222.134.170,2083,2083,true,SIN,Asia Pacific,Singapore,52,6.35
47.236.144.208,8443,8443,true,SIN,Asia Pacific,Singapore,72,6.35
8.217.248.220,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,6.35
8.219.198.139,2096,2096,true,SIN,Asia Pacific,Singapore,77,6.35
47.236.169.15,8880,8880,false,SIN,Asia Pacific,Singapore,13,6.34
47.76.32.108,2096,2096,true,HKG,Asia Pacific,Hong Kong,58,6.34
47.236.180.51,8880,8880,false,SIN,Asia Pacific,Singapore,18,6.34
8.219.4.122,2086,2086,false,SIN,Asia Pacific,Singapore,47,6.34
47.236.149.107,2087,2087,true,SIN,Asia Pacific,Singapore,70,6.33
8.219.174.142,2096,2096,true,SIN,Asia Pacific,Singapore,74,6.33
8.222.183.242,8880,8880,false,SIN,Asia Pacific,Singapore,21,6.33
47.236.9.152,2053,2053,true,SIN,Asia Pacific,Singapore,82,6.33
8.222.183.242,2083,2083,true,SIN,Asia Pacific,Singapore,53,6.33
8.219.198.139,80,80,false,SIN,Asia Pacific,Singapore,36,6.32
8.222.146.222,8880,8880,false,SIN,Asia Pacific,Singapore,44,6.32
8.222.237.131,2083,2083,true,SIN,Asia Pacific,Singapore,115,6.32
8.219.83.201,2086,2086,false,SIN,Asia Pacific,Singapore,24,6.32
8.219.1.92,2082,2082,false,SIN,Asia Pacific,Singapore,55,6.32
47.242.17.250,8080,8080,false,HKG,Asia Pacific,Hong Kong,44,6.32
47.237.100.206,2096,2096,true,SIN,Asia Pacific,Singapore,150,6.32
47.236.164.215,2052,2052,false,SIN,Asia Pacific,Singapore,15,6.32
8.219.98.13,2096,2096,true,SIN,Asia Pacific,Singapore,135,6.32
47.243.173.187,2083,2083,true,HKG,Asia Pacific,Hong Kong,66,6.32
47.236.75.113,2096,2096,true,SIN,Asia Pacific,Singapore,79,6.32
47.238.6.102,8080,8080,false,HKG,Asia Pacific,Hong Kong,43,6.31
8.219.124.227,80,80,false,SIN,Asia Pacific,Singapore,20,6.31
8.219.194.170,2095,2095,false,SIN,Asia Pacific,Singapore,23,6.31
47.242.54.157,2083,2083,true,HKG,Asia Pacific,Hong Kong,118,6.31
8.219.100.168,80,80,false,SIN,Asia Pacific,Singapore,38,6.31
47.236.75.113,2083,2083,true,SIN,Asia Pacific,Singapore,67,6.31
8.210.101.157,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,6.31
8.219.6.150,2082,2082,false,SIN,Asia Pacific,Singapore,4,6.30
8.210.101.157,2086,2086,false,HKG,Asia Pacific,Hong Kong,47,6.30
8.219.235.164,80,80,false,SIN,Asia Pacific,Singapore,217,6.30
8.219.174.213,8443,8443,true,SIN,Asia Pacific,Singapore,39,6.29
8.219.5.10,2087,2087,true,SIN,Asia Pacific,Singapore,105,6.29
47.236.9.152,2083,2083,true,SIN,Asia Pacific,Singapore,61,6.29
47.76.80.72,2053,2053,true,HKG,Asia Pacific,Hong Kong,102,6.29
8.217.248.220,2096,2096,true,HKG,Asia Pacific,Hong Kong,133,6.29
8.219.201.8,80,80,false,SIN,Asia Pacific,Singapore,24,6.28
8.219.60.54,443,443,true,SIN,Asia Pacific,Singapore,31,6.28
8.219.113.232,8080,8080,false,SIN,Asia Pacific,Singapore,22,6.28
8.218.155.238,8443,8443,true,HKG,Asia Pacific,Hong Kong,66,6.27
8.218.18.132,2095,2095,false,HKG,Asia Pacific,Hong Kong,59,6.27
8.210.207.214,80,80,false,HKG,Asia Pacific,Hong Kong,41,6.27
47.236.10.182,2087,2087,true,SIN,Asia Pacific,Singapore,128,6.27
47.236.17.193,8443,8443,true,SIN,Asia Pacific,Singapore,76,6.27
47.242.232.14,2095,2095,false,HKG,Asia Pacific,Hong Kong,48,6.26
8.219.42.72,8443,8443,true,SIN,Asia Pacific,Singapore,52,6.26
8.219.97.50,2095,2095,false,SIN,Asia Pacific,Singapore,615,6.26
47.76.37.57,2053,2053,true,HKG,Asia Pacific,Hong Kong,93,6.26
8.219.229.190,8080,8080,false,SIN,Asia Pacific,Singapore,8,6.25
8.222.134.170,80,80,false,SIN,Asia Pacific,Singapore,10,6.25
8.219.99.169,2053,2053,true,SIN,Asia Pacific,Singapore,135,6.25
47.242.54.157,8880,8880,false,HKG,Asia Pacific,Hong Kong,53,6.25
8.217.149.28,2096,2096,true,HKG,Asia Pacific,Hong Kong,94,6.25
47.236.150.13,2096,2096,true,SIN,Asia Pacific,Singapore,58,6.25
8.217.145.40,2096,2096,true,HKG,Asia Pacific,Hong Kong,87,6.24
8.217.147.230,2052,2052,false,HKG,Asia Pacific,Hong Kong,62,6.24
8.217.49.34,443,443,true,HKG,Asia Pacific,Hong Kong,99,6.24
8.219.209.14,2087,2087,true,SIN,Asia Pacific,Singapore,55,6.24
8.219.78.188,2052,2052,false,SIN,Asia Pacific,Singapore,28,6.24
8.219.77.222,8080,8080,false,SIN,Asia Pacific,Singapore,20,6.24
8.222.162.45,8080,8080,false,SIN,Asia Pacific,Singapore,17,6.24
8.210.39.96,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,6.24
47.242.252.237,8443,8443,true,HKG,Asia Pacific,Hong Kong,95,6.24
8.217.248.220,2086,2086,false,HKG,Asia Pacific,Hong Kong,34,6.24
8.222.134.170,2087,2087,true,SIN,Asia Pacific,Singapore,91,6.23
47.243.67.28,2095,2095,false,HKG,Asia Pacific,Hong Kong,34,6.23
47.236.167.231,8443,8443,true,SIN,Asia Pacific,Singapore,89,6.23
8.218.85.128,8443,8443,true,HKG,Asia Pacific,Hong Kong,157,6.23
8.219.174.213,80,80,false,SIN,Asia Pacific,Singapore,16,6.22
47.236.167.231,8443,8443,true,SIN,Asia Pacific,Singapore,92,6.22
